Chr	NeBurnIn	nBottleneck	nGenBottleneck	nGenBreed	nBreed	SNPchipRefPop	Chr_specific_recomb_rate	Mutations	Sim_F_ROH	F_ROH_CI	Sim_ROH_hotspot_thr	ROH_hotspot_thr_CI	H_e_No_MAF	H_e_No_MAF_ci	H_e_5th_perc_No_MAF	H_e_MAF_0_05	H_e_MAF_0_05_ci	H_e_5th_perc_MAF_0_05	Sim_Cost_Result
chr1	6305	5	1	63	190	last_breed_formation_generation	False	TRUE	0.268	(0.255, 0.28)	0.533	(0.49, 0.577)	0.24454	(0.2402, 0.24888)	0.09642	0.35645	(0.35354, 0.35935)	0.2215	0.93095
chr1	6325	5	6	67	420	last_breed_formation_generation	False	TRUE	0.491	(0.455, 0.528)	0.903	(0.85, 0.955)	0.16535	(0.15374, 0.17695)	0.00678	0.37215	(0.35882, 0.38549)	0.18017	6.97535
chr1	6445	5	1	64	185	last_breed_formation_generation	False	TRUE	0.267	(0.254, 0.281)	0.559	(0.495, 0.622)	0.24482	(0.24052, 0.24913)	0.09159	0.35602	(0.35403, 0.35801)	0.2213	0.93513
chr1	6485	5	2	63	185	last_breed_formation_generation	False	TRUE	0.334	(0.309, 0.359)	0.691	(0.62, 0.761)	0.22157	(0.21243, 0.2307)	0.06161	0.3636	(0.35985, 0.36736)	0.20961	2.93423
chr1	6415	5	1	65	175	last_breed_formation_generation	False	TRUE	0.296	(0.28, 0.313)	0.622	(0.565, 0.679)	0.23425	(0.22835, 0.24015)	0.07932	0.36088	(0.3575, 0.36426)	0.22115	1.76973
chr1	6275	7	1	65	190	last_breed_formation_generation	False	TRUE	0.24	(0.231, 0.25)	0.484	(0.447, 0.521)	0.22863	(0.22557, 0.23168)	0.0861	0.34956	(0.3473, 0.35182)	0.21817	1.02998
chr1	6540	5	2	65	520	last_breed_formation_generation	False	TRUE	0.26	(0.241, 0.28)	0.538	(0.473, 0.603)	0.24566	(0.23906, 0.25227)	0.09769	0.35731	(0.35281, 0.36181)	0.22526	1.04679
chr1	6330	76	1	68	200	last_breed_formation_generation	False	TRUE	0.162	(0.156, 0.168)	0.32	(0.287, 0.352)	0.14865	(0.14743, 0.14987)	0.03767	0.33115	(0.3297, 0.3326)	0.18869	4.14761
chr1	6515	9	1	64	190	last_breed_formation_generation	False	TRUE	0.219	(0.212, 0.227)	0.461	(0.423, 0.498)	0.21881	(0.21659, 0.22104)	0.08391	0.34489	(0.3429, 0.34688)	0.21434	1.39415
chr1	6205	7	1	66	205	last_breed_formation_generation	False	TRUE	0.236	(0.228, 0.244)	0.484	(0.451, 0.516)	0.22981	(0.22691, 0.23271)	0.0883	0.3512	(0.34929, 0.35311)	0.22096	0.90934
chr1	6250	9	1	67	210	last_breed_formation_generation	False	TRUE	0.208	(0.197, 0.218)	0.408	(0.377, 0.439)	0.22157	(0.21799, 0.22516)	0.08654	0.3473	(0.3453, 0.3493)	0.22001	1.73193
chr1	6205	8	2	67	180	last_breed_formation_generation	False	TRUE	0.28	(0.268, 0.292)	0.563	(0.507, 0.619)	0.20618	(0.20188, 0.21047)	0.06268	0.3556	(0.35235, 0.35885)	0.21009	1.86468
chr1	6395	7	1	64	205	last_breed_formation_generation	False	TRUE	0.227	(0.218, 0.237)	0.463	(0.429, 0.497)	0.23259	(0.22985, 0.23534)	0.09278	0.35026	(0.3476, 0.35292)	0.22255	1.0041
chr1	6200	10	1	66	190	last_breed_formation_generation	False	TRUE	0.213	(0.206, 0.221)	0.46	(0.417, 0.503)	0.21333	(0.21106, 0.2156)	0.07837	0.34618	(0.34402, 0.34833)	0.21613	1.61339
chr1	6600	5	4	62	170	last_breed_formation_generation	False	TRUE	0.464	(0.435, 0.493)	0.878	(0.812, 0.943)	0.17715	(0.16757, 0.18673)	0.0178	0.36987	(0.36085, 0.37889)	0.1903	6.19525
chr1	6405	8	1	70	215	last_breed_formation_generation	False	TRUE	0.213	(0.205, 0.222)	0.432	(0.399, 0.466)	0.22772	(0.22486, 0.23058)	0.09076	0.35011	(0.3485, 0.35172)	0.22415	1.39943
chr1	6295	7	1	64	200	last_breed_formation_generation	False	TRUE	0.233	(0.225, 0.241)	0.467	(0.435, 0.499)	0.23103	(0.22815, 0.23392)	0.09075	0.35232	(0.35019, 0.35445)	0.22138	0.908
chr1	6175	11	1	69	190	last_breed_formation_generation	False	TRUE	0.213	(0.208, 0.219)	0.441	(0.412, 0.469)	0.20739	(0.20523, 0.20954)	0.07563	0.34409	(0.34246, 0.34571)	0.21393	1.72066
chr1	6300	7	1	67	175	last_breed_formation_generation	False	TRUE	0.243	(0.236, 0.249)	0.511	(0.461, 0.56)	0.2269	(0.22426, 0.22954)	0.08598	0.35335	(0.35074, 0.35596)	0.22131	0.99045
chr1	6125	9	2	64	200	last_breed_formation_generation	False	TRUE	0.25	(0.237, 0.263)	0.503	(0.466, 0.539)	0.20976	(0.20606, 0.21346)	0.07134	0.35238	(0.3497, 0.35507)	0.21297	1.51998
chr1	6360	5	9	66	185	last_breed_formation_generation	False	TRUE	0.666	(0.628, 0.703)	0.996	(0.989, 1.004)	0.11	(0.098, 0.122)	0	0.36922	(0.35823, 0.38021)	0.16021	10.7207
chr20	6260	72	1	64	200	last_breed_formation_generation	False	TRUE	0.154	(0.148, 0.159)	0.286	(0.257, 0.316)	0.15124	(0.14952, 0.15296)	0.04624	0.32973	(0.328, 0.33146)	0.19806	4.3403
chr1	6165	7	1	64	215	last_breed_formation_generation	False	TRUE	0.221	(0.211, 0.232)	0.445	(0.412, 0.479)	0.23591	(0.23281, 0.23901)	0.09687	0.34871	(0.34725, 0.35018)	0.2222	1.1068
chr1	6400	13	2	65	180	last_breed_formation_generation	False	TRUE	0.229	(0.221, 0.237)	0.503	(0.453, 0.553)	0.19302	(0.1906, 0.19544)	0.06064	0.34729	(0.34515, 0.34943)	0.20966	1.68464
chr1	6130	9	1	67	195	last_breed_formation_generation	False	TRUE	0.22	(0.208, 0.232)	0.434	(0.391, 0.477)	0.21948	(0.21604, 0.22293)	0.0851	0.34831	(0.346, 0.35062)	0.21904	1.58029
chr1	6310	5	1	63	210	last_breed_formation_generation	False	TRUE	0.257	(0.243, 0.271)	0.533	(0.485, 0.58)	0.25109	(0.246, 0.25617)	0.10318	0.35587	(0.35264, 0.3591)	0.22494	0.9715
chr1	6505	83	5	62	170	last_breed_formation_generation	False	TRUE	0.194	(0.187, 0.202)	0.411	(0.376, 0.447)	0.14025	(0.1388, 0.1417)	0.02843	0.33788	(0.33638, 0.33937)	0.18939	3.54504
chr38	6055	7	1	62	465	last_breed_formation_generation	False	TRUE	0.167	(0.157, 0.177)	0.252	(0.232, 0.273)	0.25164	(0.24709, 0.25619)	0.12931	0.34376	(0.34033, 0.34719)	0.23569	2.55917
chr1	6295	10	2	65	190	last_breed_formation_generation	False	TRUE	0.254	(0.242, 0.265)	0.541	(0.494, 0.588)	0.20221	(0.19897, 0.20545)	0.06525	0.34989	(0.34671, 0.35308)	0.21236	1.59749
chr1	6440	7	1	69	220	last_breed_formation_generation	False	TRUE	0.226	(0.215, 0.237)	0.445	(0.414, 0.475)	0.23177	(0.22838, 0.23516)	0.09426	0.35027	(0.34848, 0.35207)	0.22241	1.12102
chr1	6095	54	1	63	205	last_breed_formation_generation	False	TRUE	0.154	(0.149, 0.159)	0.306	(0.276, 0.336)	0.15986	(0.15914, 0.16058)	0.0471	0.33207	(0.33039, 0.33375)	0.19579	4.03081
chr1	6255	5	1	61	180	last_breed_formation_generation	False	TRUE	0.279	(0.263, 0.294)	0.604	(0.544, 0.663)	0.24218	(0.23616, 0.24821)	0.0901	0.35446	(0.35183, 0.35709)	0.21509	1.31971
chr21	6465	11	2	61	580	last_breed_formation_generation	False	TRUE	0.151	(0.139, 0.162)	0.243	(0.214, 0.272)	0.22506	(0.22162, 0.22849)	0.10417	0.33782	(0.33404, 0.3416)	0.22542	3.18145
chr1	6190	17	1	65	195	last_breed_formation_generation	False	TRUE	0.188	(0.18, 0.196)	0.404	(0.363, 0.444)	0.19447	(0.1924, 0.19654)	0.06826	0.34011	(0.33875, 0.34146)	0.20937	2.57341
chr1	6040	8	1	63	205	last_breed_formation_generation	False	TRUE	0.212	(0.203, 0.221)	0.428	(0.38, 0.475)	0.22947	(0.22637, 0.23258)	0.09252	0.34895	(0.34712, 0.35078)	0.22384	1.47425
chr1	6610	9	1	62	225	last_breed_formation_generation	False	TRUE	0.19	(0.184, 0.195)	0.371	(0.336, 0.407)	0.22774	(0.22576, 0.22973)	0.09698	0.34395	(0.3417, 0.34621)	0.22039	1.91886
chr2	6405	5	1	67	165	last_breed_formation_generation	False	TRUE	0.305	(0.286, 0.323)	0.662	(0.594, 0.729)	0.23133	(0.22509, 0.23756)	0.07236	0.35788	(0.35403, 0.36172)	0.2128	2.12686
chr1	6235	7	2	61	190	last_breed_formation_generation	False	TRUE	0.27	(0.259, 0.282)	0.534	(0.488, 0.581)	0.21875	(0.21475, 0.22274)	0.07491	0.357	(0.35439, 0.3596)	0.21821	1.48236
chr1	6000	14	1	61	215	last_breed_formation_generation	False	TRUE	0.179	(0.173, 0.185)	0.387	(0.35, 0.424)	0.20509	(0.20282, 0.20735)	0.07896	0.33875	(0.33723, 0.34027)	0.21188	2.50351
chr1	6540	7	1	64	175	last_breed_formation_generation	False	TRUE	0.247	(0.236, 0.258)	0.52	(0.485, 0.556)	0.22621	(0.2233, 0.22911)	0.08142	0.35406	(0.35176, 0.35635)	0.22093	1.02286
chr1	6300	11	1	66	200	last_breed_formation_generation	False	TRUE	0.203	(0.195, 0.21)	0.427	(0.385, 0.47)	0.21113	(0.20882, 0.21344)	0.07946	0.34241	(0.34078, 0.34403)	0.21265	1.93419
chr1	6100	9	2	63	185	last_breed_formation_generation	False	TRUE	0.262	(0.248, 0.276)	0.569	(0.503, 0.635)	0.20553	(0.20139, 0.20968)	0.06332	0.35298	(0.35052, 0.35545)	0.21009	1.73247
chr1	6440	5	1	71	210	last_breed_formation_generation	False	TRUE	0.261	(0.25, 0.271)	0.546	(0.50, 0.592)	0.2468	(0.24286, 0.25073)	0.09463	0.35849	(0.35606, 0.36092)	0.22362	0.81944
chr28	6740	7	1	59	220	last_breed_formation_generation	False	TRUE	0.216	(0.204, 0.228)	0.398	(0.354, 0.442)	0.23864	(0.23476, 0.24251)	0.10898	0.34639	(0.34316, 0.34963)	0.23133	1.40688
chr1	6000	9	1	68	225	last_breed_formation_generation	False	TRUE	0.196	(0.188, 0.203)	0.404	(0.379, 0.429)	0.22465	(0.22198, 0.22733)	0.0902	0.34415	(0.34233, 0.34597)	0.21993	1.76011
chr1	6305	12	1	60	210	last_breed_formation_generation	False	TRUE	0.189	(0.181, 0.198)	0.402	(0.37, 0.434)	0.21275	(0.21064, 0.21486)	0.08602	0.34025	(0.3377, 0.34281)	0.21493	2.15954
chr1	6635	5	1	71	210	last_breed_formation_generation	False	TRUE	0.268	(0.258, 0.278)	0.538	(0.497, 0.579)	0.24385	(0.24057, 0.24713)	0.09178	0.36043	(0.35782, 0.36304)	0.22158	0.87702
chr1	6725	5	2	76	230	last_breed_formation_generation	False	TRUE	0.314	(0.30, 0.328)	0.646	(0.593, 0.698)	0.22178	(0.21687, 0.22668)	0.0636	0.36496	(0.36023, 0.3697)	0.2085	2.28858
chr1	6590	5	1	74	220	last_breed_formation_generation	False	TRUE	0.264	(0.253, 0.274)	0.561	(0.526, 0.596)	0.24393	(0.24024, 0.24761)	0.09278	0.35682	(0.35511, 0.35854)	0.22053	0.76682
chr20	6645	8	2	73	240	last_breed_formation_generation	False	TRUE	0.241	(0.228, 0.255)	0.496	(0.436, 0.555)	0.21648	(0.21175, 0.2212)	0.08119	0.35377	(0.35008, 0.35745)	0.22212	1.41865
chr1	6770	7	1	71	225	last_breed_formation_generation	False	TRUE	0.229	(0.219, 0.239)	0.482	(0.429, 0.535)	0.22966	(0.22652, 0.2328)	0.08815	0.35143	(0.34912, 0.35373)	0.22268	1.05317
chr1	6595	10	1	71	220	last_breed_formation_generation	False	TRUE	0.202	(0.193, 0.21)	0.425	(0.377, 0.473)	0.21727	(0.21465, 0.21988)	0.08434	0.34426	(0.34233, 0.34619)	0.21981	1.87212
chr1	6660	5	11	72	215	last_breed_formation_generation	False	TRUE	0.743	(0.705, 0.782)	1	(1.00, 1.00)	0.08349	(0.0712, 0.09577)	0	0.36423	(0.35165, 0.37682)	0.15105	12.42095
chr1	6820	7	1	74	230	last_breed_formation_generation	False	TRUE	0.214	(0.205, 0.222)	0.438	(0.403, 0.473)	0.23498	(0.23161, 0.23836)	0.09532	0.35073	(0.34792, 0.35355)	0.22478	1.23134
chr1	6570	9	1	74	235	last_breed_formation_generation	False	TRUE	0.203	(0.196, 0.211)	0.406	(0.372, 0.441)	0.22045	(0.2176, 0.22331)	0.08647	0.34486	(0.3429, 0.34682)	0.21656	1.79446
chr1	6560	5	1	67	210	last_breed_formation_generation	False	TRUE	0.266	(0.251, 0.282)	0.571	(0.52, 0.622)	0.24459	(0.23924, 0.24994)	0.09394	0.3546	(0.35206, 0.35715)	0.2186	0.95803
chr38	6700	7	2	81	250	last_breed_formation_generation	False	TRUE	0.267	(0.234, 0.30)	0.443	(0.373, 0.513)	0.21357	(0.20337, 0.22377)	0.07926	0.36161	(0.3561, 0.36711)	0.22868	2.43141
chr1	6520	9	1	72	220	last_breed_formation_generation	False	TRUE	0.215	(0.207, 0.223)	0.445	(0.413, 0.476)	0.21931	(0.2171, 0.22151)	0.08588	0.3466	(0.34464, 0.34856)	0.21737	1.47547
chr1	6825	44	1	71	205	last_breed_formation_generation	False	TRUE	0.166	(0.159, 0.173)	0.35	(0.321, 0.378)	0.16132	(0.15975, 0.16289)	0.0463	0.33619	(0.33483, 0.33755)	0.19885	3.69703
chr1	6520	12	2	72	325	last_breed_formation_generation	False	TRUE	0.181	(0.175, 0.188)	0.366	(0.337, 0.395)	0.21034	(0.20773, 0.21296)	0.08168	0.34275	(0.34121, 0.34429)	0.2163	2.41637
chr21	6385	7	1	72	205	last_breed_formation_generation	False	TRUE	0.233	(0.217, 0.25)	0.481	(0.421, 0.542)	0.23148	(0.2262, 0.23676)	0.09089	0.34997	(0.34675, 0.35319)	0.22421	1.1336
chr1	6645	5	1	74	230	last_breed_formation_generation	False	TRUE	0.256	(0.247, 0.266)	0.521	(0.47, 0.572)	0.24537	(0.24153, 0.2492)	0.09675	0.35573	(0.35243, 0.35903)	0.22092	0.82715
chr1	6735	5	1	70	245	last_breed_formation_generation	False	TRUE	0.242	(0.233, 0.252)	0.492	(0.456, 0.528)	0.25267	(0.24922, 0.25612)	0.10712	0.35631	(0.35363, 0.35898)	0.22648	0.84781
chr1	6650	5	1	76	265	last_breed_formation_generation	False	TRUE	0.244	(0.23, 0.258)	0.5	(0.448, 0.551)	0.24958	(0.24419, 0.25497)	0.10036	0.35765	(0.35594, 0.35937)	0.22493	0.9363
chr1	6595	5	1	70	255	last_breed_formation_generation	False	TRUE	0.244	(0.225, 0.263)	0.482	(0.434, 0.53)	0.25168	(0.24539, 0.25797)	0.10558	0.35485	(0.35188, 0.35782)	0.22623	1.11367
chr1	6795	5	1	75	270	last_breed_formation_generation	False	TRUE	0.249	(0.238, 0.259)	0.527	(0.487, 0.567)	0.2476	(0.2434, 0.25181)	0.09811	0.35766	(0.35505, 0.36028)	0.226	0.74239
chr2	6820	41	2	74	270	last_breed_formation_generation	False	TRUE	0.148	(0.143, 0.153)	0.299	(0.267, 0.332)	0.16666	(0.16499, 0.16834)	0.05204	0.33035	(0.32853, 0.33216)	0.1936	4.0526
chr1	6865	5	1	77	250	last_breed_formation_generation	False	TRUE	0.247	(0.237, 0.257)	0.498	(0.464, 0.533)	0.24717	(0.24351, 0.25083)	0.1	0.35735	(0.355, 0.35971)	0.22491	0.78177
chr1	6830	5	1	77	250	last_breed_formation_generation	False	TRUE	0.243	(0.231, 0.255)	0.488	(0.445, 0.531)	0.24859	(0.2442, 0.25298)	0.09983	0.35685	(0.35437, 0.35932)	0.22756	0.87296
chr1	6880	5	1	78	260	last_breed_formation_generation	False	TRUE	0.236	(0.229, 0.244)	0.49	(0.445, 0.535)	0.25046	(0.24735, 0.25356)	0.10375	0.35665	(0.35439, 0.3589)	0.22521	0.74099
chr1	6870	5	1	76	285	last_breed_formation_generation	False	TRUE	0.232	(0.221, 0.244)	0.452	(0.408, 0.496)	0.25414	(0.24986, 0.25842)	0.10823	0.35536	(0.35281, 0.35792)	0.22961	1.01149
chr1	6885	5	1	75	260	last_breed_formation_generation	False	TRUE	0.24	(0.232, 0.248)	0.476	(0.445, 0.506)	0.25166	(0.24855, 0.25477)	0.10568	0.35673	(0.35474, 0.35872)	0.22829	0.81599
chr1	6860	5	1	78	290	last_breed_formation_generation	False	TRUE	0.234	(0.219, 0.248)	0.492	(0.439, 0.546)	0.25119	(0.24528, 0.25711)	0.10383	0.35551	(0.35271, 0.35831)	0.22652	0.9014
chr1	6890	5	2	78	295	last_breed_formation_generation	False	TRUE	0.283	(0.267, 0.299)	0.586	(0.522, 0.649)	0.23298	(0.22698, 0.23897)	0.07897	0.3617	(0.35857, 0.36483)	0.21853	1.5385
chr1	6830	5	1	80	275	last_breed_formation_generation	False	TRUE	0.232	(0.219, 0.244)	0.496	(0.449, 0.543)	0.25156	(0.24682, 0.25629)	0.105	0.35703	(0.35469, 0.35937)	0.22786	0.82163
chr1	6875	5	1	77	275	last_breed_formation_generation	False	TRUE	0.237	(0.221, 0.252)	0.477	(0.423, 0.532)	0.25072	(0.2453, 0.25614)	0.10593	0.35462	(0.35274, 0.35651)	0.2254	0.99463
chr28	6835	5	1	80	285	last_breed_formation_generation	False	TRUE	0.246	(0.232, 0.259)	0.452	(0.396, 0.509)	0.24643	(0.24126, 0.2516)	0.10088	0.35498	(0.35047, 0.35949)	0.2202	1.10617
chr1	6975	5	2	79	270	last_breed_formation_generation	False	TRUE	0.295	(0.272, 0.319)	0.61	(0.545, 0.676)	0.22845	(0.22016, 0.23674)	0.07231	0.36156	(0.35665, 0.36647)	0.21581	1.99697
chr1	6790	5	1	83	280	last_breed_formation_generation	False	TRUE	0.235	(0.227, 0.242)	0.486	(0.454, 0.519)	0.24971	(0.2464, 0.25303)	0.09928	0.3573	(0.3547, 0.3599)	0.22659	0.68487
chr1	6785	5	1	83	280	last_breed_formation_generation	False	TRUE	0.228	(0.221, 0.234)	0.453	(0.43, 0.476)	0.25299	(0.2501, 0.25587)	0.10742	0.35501	(0.35277, 0.35725)	0.22726	0.85173
chr1	6865	5	1	84	280	last_breed_formation_generation	False	TRUE	0.225	(0.214, 0.236)	0.448	(0.413, 0.483)	0.25262	(0.24768, 0.25756)	0.1077	0.35667	(0.35456, 0.35877)	0.22727	1.06048
chr1	6990	5	1	83	295	last_breed_formation_generation	False	TRUE	0.231	(0.224, 0.238)	0.476	(0.442, 0.51)	0.25204	(0.24933, 0.25476)	0.105	0.35638	(0.35346, 0.3593)	0.22821	0.75869
chr1	6975	5	2	82	300	last_breed_formation_generation	False	TRUE	0.288	(0.269, 0.307)	0.632	(0.579, 0.685)	0.23036	(0.22413, 0.23658)	0.07481	0.35821	(0.35422, 0.36219)	0.21383	1.8009
chr20	6780	5	1	87	310	last_breed_formation_generation	False	TRUE	0.23	(0.214, 0.247)	0.438	(0.396, 0.479)	0.25447	(0.24884, 0.2601)	0.1147	0.35659	(0.35404, 0.35914)	0.2362	1.18569
chr1	6845	5	1	81	295	last_breed_formation_generation	False	TRUE	0.235	(0.226, 0.244)	0.48	(0.446, 0.514)	0.25098	(0.24789, 0.25407)	0.10393	0.35562	(0.35325, 0.358)	0.22753	0.74942
chr1	6765	5	1	81	270	last_breed_formation_generation	False	TRUE	0.239	(0.228, 0.25)	0.528	(0.475, 0.582)	0.25014	(0.24602, 0.25426)	0.0996	0.35641	(0.35364, 0.35918)	0.22482	0.71875
chr1	6760	5	1	85	280	last_breed_formation_generation	False	TRUE	0.238	(0.228, 0.248)	0.501	(0.455, 0.547)	0.24797	(0.24439, 0.25154)	0.09856	0.35529	(0.35263, 0.35795)	0.22363	0.71423
chr1	7000	5	2	84	275	last_breed_formation_generation	False	TRUE	0.293	(0.276, 0.31)	0.61	(0.544, 0.676)	0.22752	(0.22173, 0.2333)	0.07256	0.36354	(0.36008, 0.36699)	0.21415	1.87413
chr1	6775	5	5	82	295	last_breed_formation_generation	False	TRUE	0.427	(0.398, 0.455)	0.852	(0.792, 0.912)	0.18217	(0.1726, 0.19173)	0.01654	0.37539	(0.36885, 0.38193)	0.19808	5.52746
chr38	6790	5	1	80	285	last_breed_formation_generation	False	TRUE	0.228	(0.21, 0.247)	0.371	(0.333, 0.409)	0.25479	(0.24711, 0.26246)	0.11739	0.35599	(0.3522, 0.35978)	0.23802	1.54521
chr1	6755	5	1	85	270	last_breed_formation_generation	False	TRUE	0.242	(0.232, 0.251)	0.518	(0.475, 0.562)	0.24731	(0.2437, 0.25092)	0.09509	0.35853	(0.35596, 0.3611)	0.22573	0.67661
chr1	6860	5	3	83	265	last_breed_formation_generation	False	TRUE	0.38	(0.355, 0.404)	0.835	(0.768, 0.902)	0.19876	(0.19036, 0.20717)	0.03406	0.36963	(0.3642, 0.37506)	0.19377	4.46458
chr1	6995	5	1	81	265	last_breed_formation_generation	False	TRUE	0.232	(0.223, 0.241)	0.481	(0.45, 0.512)	0.25317	(0.24965, 0.25669)	0.1065	0.35575	(0.35372, 0.35777)	0.22755	0.77376
chr1	6955	5	1	87	280	last_breed_formation_generation	False	TRUE	0.244	(0.232, 0.255)	0.494	(0.455, 0.533)	0.24558	(0.24139, 0.24977)	0.09562	0.35707	(0.35447, 0.35967)	0.22359	0.77553
chr1	6990	5	1	85	280	last_breed_formation_generation	False	TRUE	0.238	(0.225, 0.25)	0.491	(0.44, 0.542)	0.2491	(0.24449, 0.25372)	0.10255	0.35662	(0.35432, 0.35892)	0.2257	0.85231
chr1	6980	47	1	86	280	last_breed_formation_generation	False	TRUE	0.145	(0.142, 0.149)	0.291	(0.269, 0.313)	0.16279	(0.16145, 0.16414)	0.04927	0.33028	(0.32862, 0.33193)	0.19572	4.09487
chr1	6865	5	1	85	265	last_breed_formation_generation	False	TRUE	0.247	(0.235, 0.259)	0.535	(0.493, 0.578)	0.24508	(0.24068, 0.24948)	0.09478	0.35798	(0.35431, 0.36165)	0.22448	0.67125
chr21	6970	5	2	86	265	last_breed_formation_generation	False	TRUE	0.295	(0.277, 0.313)	0.604	(0.538, 0.67)	0.22619	(0.22012, 0.23227)	0.06851	0.36677	(0.36249, 0.37105)	0.22128	1.93497
chr1	6870	5	1	84	295	last_breed_formation_generation	False	TRUE	0.229	(0.22, 0.238)	0.497	(0.434, 0.56)	0.25213	(0.24777, 0.2565)	0.10509	0.35845	(0.35647, 0.36043)	0.23313	0.88399
chr1	6755	5	1	82	275	last_breed_formation_generation	False	TRUE	0.239	(0.229, 0.249)	0.517	(0.458, 0.576)	0.25026	(0.24678, 0.25374)	0.10049	0.35594	(0.3533, 0.35858)	0.22607	0.75944
chr1	6990	5	1	81	275	last_breed_formation_generation	False	TRUE	0.243	(0.232, 0.254)	0.527	(0.468, 0.586)	0.24731	(0.24267, 0.25195)	0.09941	0.35842	(0.35605, 0.36079)	0.22736	0.75094
chr1	6735	5	1	81	275	last_breed_formation_generation	False	TRUE	0.233	(0.224, 0.241)	0.459	(0.426, 0.491)	0.25186	(0.24857, 0.25515)	0.10449	0.35843	(0.35586, 0.36101)	0.23048	0.82414
chr1	6745	5	2	80	270	last_breed_formation_generation	False	TRUE	0.3	(0.282, 0.318)	0.681	(0.613, 0.749)	0.22708	(0.22092, 0.23325)	0.07033	0.3598	(0.35647, 0.36314)	0.21147	2.21668
chr2	6770	5	1	81	310	last_breed_formation_generation	False	TRUE	0.216	(0.204, 0.228)	0.411	(0.377, 0.446)	0.25555	(0.25124, 0.25986)	0.1093	0.35808	(0.35554, 0.36063)	0.23305	1.39319
chr1	6730	5	1	91	285	last_breed_formation_generation	False	TRUE	0.235	(0.224, 0.246)	0.506	(0.452, 0.559)	0.24691	(0.243, 0.25082)	0.09508	0.35837	(0.3548, 0.36194)	0.22533	0.69633
chr1	6715	5	1	87	290	last_breed_formation_generation	False	TRUE	0.239	(0.231, 0.247)	0.521	(0.478, 0.564)	0.24709	(0.2439, 0.25027)	0.09363	0.35716	(0.35445, 0.35987)	0.22406	0.59045
chr1	6990	5	2	92	300	last_breed_formation_generation	False	TRUE	0.285	(0.267, 0.303)	0.664	(0.615, 0.712)	0.22815	(0.22117, 0.23512)	0.07064	0.36261	(0.35886, 0.36636)	0.21663	1.92225
chr1	6720	5	1	88	290	last_breed_formation_generation	False	TRUE	0.236	(0.224, 0.249)	0.504	(0.459, 0.548)	0.24795	(0.24351, 0.25239)	0.09855	0.35487	(0.35193, 0.35781)	0.22091	0.72214
chr1	6745	5	1	88	290	last_breed_formation_generation	False	TRUE	0.235	(0.224, 0.247)	0.501	(0.445, 0.557)	0.249	(0.24487, 0.25313)	0.10149	0.35525	(0.35341, 0.35708)	0.22348	0.76575
chr28	6720	5	1	88	290	last_breed_formation_generation	False	TRUE	0.223	(0.212, 0.235)	0.429	(0.383, 0.474)	0.25314	(0.24893, 0.25734)	0.1098	0.35727	(0.35349, 0.36104)	0.23238	1.221
chr1	6900	5	1	89	305	last_breed_formation_generation	False	TRUE	0.224	(0.214, 0.234)	0.449	(0.422, 0.475)	0.25258	(0.24839, 0.25677)	0.10708	0.35746	(0.35508, 0.35983)	0.22896	1.00611
chr1	6735	7	1	86	290	last_breed_formation_generation	False	TRUE	0.204	(0.196, 0.213)	0.436	(0.398, 0.474)	0.23343	(0.23003, 0.23684)	0.09359	0.3483	(0.34627, 0.35033)	0.22193	1.4251
chr1	7000	5	2	90	275	last_breed_formation_generation	False	TRUE	0.287	(0.27, 0.304)	0.624	(0.559, 0.69)	0.2288	(0.22315, 0.23446)	0.06993	0.36255	(0.35944, 0.36566)	0.21564	1.81117
chr1	6855	95	1	91	265	last_breed_formation_generation	False	TRUE	0.154	(0.15, 0.158)	0.305	(0.279, 0.332)	0.1422	(0.14092, 0.14347)	0.03227	0.33373	(0.33233, 0.33512)	0.19109	4.37041
chr1	6710	7	1	87	290	last_breed_formation_generation	False	TRUE	0.205	(0.195, 0.215)	0.431	(0.38, 0.483)	0.2337	(0.23027, 0.23712)	0.09402	0.34826	(0.34668, 0.34983)	0.22108	1.50992
chr1	6855	5	1	81	275	last_breed_formation_generation	False	TRUE	0.245	(0.234, 0.257)	0.547	(0.502, 0.592)	0.2473	(0.24272, 0.25189)	0.09774	0.35498	(0.35212, 0.35785)	0.21922	0.642
chr20	6875	7	1	84	280	last_breed_formation_generation	False	TRUE	0.193	(0.186, 0.201)	0.372	(0.345, 0.40)	0.23898	(0.23588, 0.24208)	0.10775	0.34806	(0.34602, 0.3501)	0.22831	1.64208
chr1	6825	7	2	81	320	last_breed_formation_generation	False	TRUE	0.229	(0.218, 0.241)	0.478	(0.444, 0.513)	0.22741	(0.22358, 0.23124)	0.08819	0.3533	(0.35087, 0.35573)	0.22149	1.0686
chr1	6855	5	1	82	300	last_breed_formation_generation	False	TRUE	0.23	(0.22, 0.24)	0.484	(0.438, 0.531)	0.25201	(0.24803, 0.256)	0.10374	0.35682	(0.35444, 0.35921)	0.2272	0.85582
chr1	6725	7	1	88	270	last_breed_formation_generation	False	TRUE	0.214	(0.205, 0.224)	0.477	(0.424, 0.53)	0.23001	(0.22687, 0.23315)	0.08969	0.35129	(0.34934, 0.35324)	0.21976	1.26096
chr38	6880	5	2	79	285	last_breed_formation_generation	False	TRUE	0.294	(0.266, 0.322)	0.536	(0.466, 0.607)	0.2312	(0.22142, 0.24097)	0.08552	0.36291	(0.35238, 0.37344)	0.22524	1.93492
